Action,Step,Balance,Positive,Negative,Reward
0,39,21.954030771738502,54,73,-0.07321817528741631
4,40,21.954030771738502,55,75,-0.12195118317140313
5,41,21.954030771738502,56,77,-0.12912195470890875
3,42,21.954030771738502,57,79,-0.012115151756814713
4,43,21.954030771738502,58,81,-0.036718402585136034
1,44,29.191305802184143,59,81,-0.07272427620004362
0,45,29.191305802184143,60,83,-0.06283511766838323
0,46,29.191305802184143,61,85,-0.04699630262179694
5,47,29.191305802184143,62,87,-0.06983604166950563
1,48,39.218001170587016,62,87,-0.04278317274604865
2,49,32.56651415201846,64,87,-0.11360608452521942
3,50,17.102900265781837,66,87,-0.04114885453803535
5,51,17.102900265781837,67,89,-0.12986719160760446
1,2,112.28910065826895,1,3,-0.13555978200656088
2,3,97.51372282640752,1,5,-0.39983668346443835
4,4,65.31994211503041,3,5,-0.13706268289114154
1,5,67.22167414733919,4,6,-0.13389060402049696
2,6,59.25872342299307,6,6,0.25162971981294724
2,7,60.38284749517422,8,7,-0.059412652787821374
4,8,43.26352481873304,14,9,0.1443897629449592
0,9,43.26352481873304,15,11,0.1567687285158098
0,10,43.26352481873304,16,13,0.09089900322434985
4,11,20.344368353838888,18,13,0.15385164548647645
0,12,20.344368353838888,19,15,0.09448901676322674
3,13,20.344368353838888,20,17,0.11325077940269901
5,14,20.344368353838888,21,19,-0.08611168570270733
5,15,20.344368353838888,22,21,0.07848122284848835
2,16,15.98641777492887,24,23,-0.02812913968528863
4,17,15.98641777492887,25,25,-0.036680110631339025
1,18,24.771627364845887,25,26,-0.05078342981105893
5,19,24.771627364845887,26,28,0.06763584739464068
1,20,36.78386105194601,27,30,-0.015862201063920223
4,21,15.95145240063943,29,32,-0.06516469985901358
0,22,15.95145240063943,30,34,0.027672540893902364
3,23,15.95145240063943,31,36,-0.02839013073254293
0,24,15.95145240063943,32,38,-0.023349419805253735
1,25,23.12711729659544,32,38,0.007562501659904242
1,26,32.22715936258605,32,38,0.009571545900142087
1,27,43.00075136713428,33,39,0.024128629636499754
3,28,28.288728766293247,33,40,-0.08672233567705928
3,29,12.658968934926135,33,41,-0.08105469938042958
4,30,12.658968934926135,34,43,-0.005141150854137522
5,31,12.658968934926135,35,45,-0.08846148897194295
4,32,12.658968934926135,36,47,-0.04371064918437967
5,33,12.658968934926135,37,49,-0.16157270962063103
2,34,12.658968934926135,38,51,-0.020951215261565403
5,35,12.658968934926135,39,53,-0.1267342053937454
5,36,12.658968934926135,40,55,-0.03680171561243217
3,37,12.658968934926135,41,57,-0.11837695256508396
5,38,12.658968934926135,42,59,0.02091932932227969
2,39,12.658968934926135,43,61,-0.035064774346883265
0,40,12.658968934926135,44,63,0.03269935937780144
5,41,12.658968934926135,45,65,-0.1220388310475558
4,42,12.658968934926135,46,67,-0.10853936481469806
4,43,12.658968934926135,47,69,-0.026870410298509673
2,44,12.658968934926135,48,71,-0.04936056357571711
3,45,12.658968934926135,49,73,-0.13007190647348044
5,46,12.658968934926135,50,75,-0.12890184553556466
0,47,12.658968934926135,51,77,-0.058764505185196936
5,48,12.658968934926135,52,79,-0.17410648586967475
4,49,12.658968934926135,53,81,-0.07349964959452504
0,50,12.658968934926135,54,83,-0.06324244625110825
4,51,12.658968934926135,55,85,-0.18062981314206022
0,2,100.0,2,3,0.06272108208625415
1,3,103.49155974502226,2,3,0.24269936952915983
2,4,100.70997002995321,3,4,0.1056967698356629
2,5,88.92346849275488,8,4,0.3626600148987398
3,6,81.19816123458816,11,4,0.26032002445288194
0,7,81.19816123458816,12,6,0.1466579293930026
2,8,78.85233523642572,16,6,0.35251870827440246
0,9,78.85233523642572,17,8,0.12302453944359348
1,10,95.087267108733,17,8,0.311435102810529
4,11,81.69595110075,21,9,0.3590554456178543
4,12,66.97659232146275,24,12,0.17142013996881433
2,13,64.22613247568847,25,13,0.11191504447762302
5,14,34.34829540540467,27,14,0.22881229875567133
1,15,49.27447062489573,27,14,0.19501416052089482
5,16,49.27447062489573,28,16,0.10086525157521464
3,17,40.84116814473076,30,17,0.10407502866666174
4,18,22.73719096603467,34,20,0.09492068273645515
1,19,39.850788684923444,34,22,0.15423597990603777
4,20,24.597219180652672,37,26,0.032671790160064496
5,21,24.597219180652672,38,28,0.09554644366692022
1,22,35.27086768512372,38,28,0.07011164139420367
5,23,35.27086768512372,39,30,0.00932045074694643
2,24,34.3164907650877,40,32,0.03590040934747363
3,25,24.825060599367305,42,32,0.06513860859273413
3,26,24.825060599367305,43,34,0.027142584071320974
4,27,24.825060599367305,44,36,-0.014031501440307126
1,28,36.45056279263258,44,36,0.056443125028452834
4,29,19.565766036924188,45,38,0.12438731275108683
1,30,29.652778845696233,45,38,0.02447001846554786
4,31,29.652778845696233,46,40,0.019455885006610885
2,32,26.34437712445963,48,42,-0.05999726808703293
1,33,36.52712880757378,48,43,0.06600131264964038
4,34,19.781915652484,49,45,-0.022466914205931887
4,35,19.781915652484,50,47,-0.060853144873730614
1,36,28.981424727637698,50,48,-0.017781013722992456
1,37,41.38253099455899,50,49,0.06496327230448584
5,38,41.38253099455899,51,51,0.041501079197758695
1,39,50.45660652461003,51,53,-0.04663654777516929
3,40,36.77737285200409,52,55,-0.04632467602343571
2,41,31.36193546329755,56,58,0.006143490992418177
1,42,39.53117086387787,56,59,0.011881846809454033
0,43,39.53117086387787,57,61,-0.03355465471916108
5,44,39.53117086387787,58,63,-0.005434469391702668
0,45,39.53117086387787,59,65,-0.04752651283998666
5,46,39.53117086387787,60,67,-0.019898200876395544
3,47,25.382977456181095,63,67,0.01548944156954124
5,48,25.382977456181095,64,69,-0.02344226561467072
4,49,25.382977456181095,65,71,-0.060735880454660274
5,50,25.382977456181095,66,73,-0.0008176581050458043
0,51,25.382977456181095,67,75,-0.011899630654534643
2,2,109.00596747726058,3,1,-0.1247228551178241
1,3,129.55732238580242,4,2,0.20787121135324382
3,4,129.87613884678316,10,3,0.3066639088834725
0,5,129.87613884678316,11,5,0.29582288674617985
0,6,129.87613884678316,12,7,0.034214837324306746
5,7,100.53661473906388,17,10,0.12719168398872893
5,8,65.8219280784684,21,13,-0.008306645230544585
1,9,75.44865650383218,21,14,0.19192698133240216
4,10,57.74908786709449,24,15,0.14079508992792888
3,11,48.091796386226235,24,16,0.005154816655848604
2,12,46.250830672673345,25,18,0.006748452969684959
3,13,33.73133904891856,26,21,-0.058212529447748795
5,14,33.73133904891856,27,23,0.07099203199643289
1,15,48.309225871643775,27,23,0.0008066893930938068
5,16,48.309225871643775,28,25,0.06736882058620919
3,17,35.57163896694669,31,26,-0.021564713413334102
4,18,18.89981537425275,35,28,0.06378379522530508
5,19,18.89981537425275,36,30,0.017175052075656727
2,20,18.89981537425275,37,32,-0.01657260607591915
0,21,18.89981537425275,38,34,-0.02471499218528045
2,22,18.89981537425275,39,36,-0.07044618328750835
3,23,18.89981537425275,40,38,0.04115826092853048
0,24,18.89981537425275,41,40,0.06447007807349991
3,25,18.89981537425275,42,42,0.05456163870821651
4,26,18.89981537425275,43,44,0.04542854571349941
0,27,18.89981537425275,44,46,-0.061081254435676136
2,28,18.89981537425275,45,48,-0.0176368885054074
4,29,18.89981537425275,46,50,-0.04789196607720425
3,30,18.89981537425275,47,52,-0.0631396341250221
0,31,18.89981537425275,48,54,-0.04853311942194444
5,32,18.89981537425275,49,56,-0.05252615066677768
2,33,18.89981537425275,50,58,-0.012563312568474205
0,34,18.89981537425275,51,60,-0.028935496669391603
1,35,30.20276384172502,51,60,-0.10092621712415772
1,36,36.53509589596172,51,60,-0.038354536932152294
1,37,42.952287485640696,51,60,-0.016383888495757504
3,38,28.86189580481969,53,60,-0.04544229102831132
3,39,15.657986075659633,55,61,-0.04674996282826843
0,40,15.657986075659633,56,63,-0.1148130894167329
2,41,15.657986075659633,57,65,0.011399988575591102
1,42,27.01603314803985,57,66,-0.046950128152914994
1,43,35.04489864383138,57,67,0.04143344844207664
3,44,21.70373934638514,57,68,-0.09037818003988535
2,45,12.654874382708778,59,69,-0.048675414536000494
0,46,12.654874382708778,60,71,-0.09656883443949338
1,47,19.759529662344505,60,72,-0.05556034910007002
0,48,19.759529662344505,61,74,-0.06941864755604699
3,49,19.759529662344505,62,76,-0.03428963247175931
4,50,19.759529662344505,63,78,-0.07703901649182016
2,51,19.759529662344505,64,80,-0.004958518340947293
4,2,73.84121013158655,3,2,0.36590382538871513
5,3,42.298077234832974,8,6,0.23167411158219187
4,4,29.432889079315093,15,7,0.18242832764318062
1,5,49.40636320095011,16,7,0.1588332093964172
0,6,49.40636320095011,17,9,0.03536985662675074
4,7,31.509800115918353,20,11,0.15166544893932377
0,8,31.509800115918353,21,13,0.2527360931762932
2,9,29.488531296655328,24,16,0.1755991558847887
3,10,16.135772167186744,25,18,-0.06340956687834165
2,11,16.135772167186744,26,20,0.12100228733569107
2,12,16.135772167186744,27,22,0.08413796707766419
5,13,16.135772167186744,28,24,0.08589686315665634
0,14,16.135772167186744,29,26,0.08917998680388728
0,15,16.135772167186744,30,28,-0.014716143973905305
0,16,16.135772167186744,31,30,0.06380153357889085
4,17,16.135772167186744,32,32,-0.030657808214185234
1,18,26.640817084976234,32,33,0.033045323989587594
5,19,26.640817084976234,33,35,-0.05782963217138093
4,20,26.640817084976234,34,37,-0.07510705424807773
2,21,23.29462750689695,34,38,-0.07434628427270096
4,22,23.29462750689695,35,40,0.02999256369189429
3,23,23.29462750689695,36,42,-0.018551734791777352
3,24,23.29462750689695,37,44,-0.10842570674083185
2,25,17.103152166346714,41,44,-0.05802101249231667
0,26,17.103152166346714,42,46,0.0012737404262036511
3,27,17.103152166346714,43,48,0.04889346310734122
5,28,17.103152166346714,44,50,-0.15118909020893478
2,29,17.103152166346714,45,52,0.021681727545914242
1,30,29.538280321283153,45,52,-0.0335594183056897
5,31,29.538280321283153,46,54,-0.012187665018217109
5,32,29.538280321283153,47,56,-0.01375947400330696
3,33,15.724993054161624,53,56,-0.007022635177779513
3,34,15.724993054161624,54,58,0.07044560238898145
4,35,15.724993054161624,55,60,0.05169075993929928
4,36,15.724993054161624,56,62,-0.05139174450745504
2,37,15.724993054161624,57,64,-0.07596606685958124
1,38,22.6605818832928,57,64,-0.06945717564862297
3,39,22.6605818832928,58,66,-0.015877594654560623
5,40,22.6605818832928,59,68,0.0050868867030287035
2,41,15.972471673859499,59,71,-0.0014653936896842912
2,42,15.972471673859499,60,73,-0.010926041300341749
3,43,15.972471673859499,61,75,-0.018250609324513112
3,44,15.972471673859499,62,77,-0.04482056768326431
1,45,24.220968406145836,63,77,-0.028417327219644573
3,46,24.220968406145836,64,79,-0.030966523094745013
5,47,24.220968406145836,65,81,-0.023887568933527503
3,48,24.220968406145836,66,83,-0.03706119669116209
3,49,24.220968406145836,67,85,-0.028744778484761646
4,50,24.220968406145836,68,87,-0.08519234527680469
3,51,24.220968406145836,69,89,-0.1378289378121984
5,2,71.97800307798923,2,4,-0.14284406790405063
0,3,71.97800307798923,3,6,-0.22843689872262007
5,4,36.58034934386174,7,8,-0.16515242060988972
5,5,36.58034934386174,8,10,0.06024733712986874
0,6,36.58034934386174,9,12,-0.17544429119284644
1,7,40.99482938984051,9,12,0.09517628700133263
3,8,27.694348019454218,11,15,0.003612503673012357
5,9,27.694348019454218,12,17,-0.10755801965118272
5,10,27.694348019454218,13,19,-0.026629992069472808
3,11,27.694348019454218,14,21,-0.14118627111626003
2,12,22.00918564016323,14,25,-0.2593178598913488
3,13,22.00918564016323,15,27,-0.11510449909014941
1,14,29.437992449205183,15,27,-0.24349508731629882
5,15,29.437992449205183,16,29,-0.13551231412244058
4,16,29.437992449205183,17,31,-0.1754245879668505
0,17,29.437992449205183,18,33,0.009580138504827529
3,18,10.905226536119565,18,37,-0.05644795432448563
5,19,10.905226536119565,19,39,-0.22034637349139768
0,20,10.905226536119565,20,41,-0.10465548138845504
1,21,15.577138558533003,21,42,-0.15036079831173016
0,22,15.577138558533003,22,44,-0.21363099327383284
2,23,15.577138558533003,23,46,-0.060947620260133784
3,24,15.577138558533003,24,48,-0.1660428388998768
3,25,15.577138558533003,25,50,-0.2437335467981777
1,26,20.946786191919948,25,50,-0.12049220321503068
5,27,20.946786191919948,26,52,-0.08084095527328827
0,28,20.946786191919948,27,54,-0.13534340725053767
4,29,20.946786191919948,28,56,-0.20682199677934554
3,30,20.946786191919948,29,58,-0.1885190519266869
3,31,20.946786191919948,30,60,-0.2007667176520353
0,32,20.946786191919948,31,62,-0.04237866566027165
4,33,20.946786191919948,32,64,-0.15838504059759195
5,34,20.946786191919948,33,66,-0.19662112931752895
0,35,20.946786191919948,34,68,-0.17031828637027135
0,36,20.946786191919948,35,70,-0.12184956559580545
3,37,20.946786191919948,36,72,-0.18188107018474314
0,38,20.946786191919948,37,74,-0.18241819825305244
3,39,20.946786191919948,38,76,-0.14363754637053944
2,40,10.647944714511805,38,77,-0.16712328454732717
3,41,10.647944714511805,39,79,-0.21415464490844527
0,42,10.647944714511805,40,81,-0.16085385799665491
0,43,10.647944714511805,41,83,-0.23091683008809283
2,44,10.647944714511805,42,85,-0.14530019963780805
5,45,10.647944714511805,43,87,-0.20745474324361723
5,46,10.647944714511805,44,89,-0.2249966109686582
0,47,10.647944714511805,45,91,-0.14764273879034806
0,48,10.647944714511805,46,93,-0.1370715038568442
4,49,10.647944714511805,47,95,-0.23454258313136844
3,50,10.647944714511805,48,97,-0.16744738797739134
0,51,10.647944714511805,49,99,-0.2304712438068851
4,2,68.0759249161456,4,2,0.25239415811622146
1,3,91.89498163388883,5,3,0.19543159097695906
3,4,85.17771628320446,6,5,0.14116232629661762
0,5,85.17771628320446,7,7,0.04956652337165668
3,6,73.67830920405305,7,7,0.03021708958663405
0,7,73.67830920405305,8,9,-0.18345313646859435
2,8,68.75302166410438,10,11,-0.09694766397313914
4,9,45.91289241156014,10,14,-0.22117018330786264
4,10,18.79081448565758,12,15,0.048202136657244044
0,11,18.79081448565758,13,17,-0.17800283936355848
0,12,18.79081448565758,14,19,-0.038862805876060835
2,13,18.79081448565758,15,21,-0.06422921063535264
5,14,18.79081448565758,16,23,0.00012366995833601457
1,15,27.78568738540674,16,23,-0.049290138478847445
3,16,27.78568738540674,17,25,-0.14177660316037294
2,17,20.636452029073425,18,27,0.04562283451816651
4,18,20.636452029073425,19,29,-0.1954334153494489
3,19,20.636452029073425,20,31,-0.2695634170467299
5,20,20.636452029073425,21,33,-0.04401723605896729
0,21,20.636452029073425,22,35,-0.17437596069646177
3,22,20.636452029073425,23,37,-0.16480227853059942
4,23,20.636452029073425,24,39,-0.121535877276443
0,24,20.636452029073425,25,41,-0.11428833756674384
0,25,20.636452029073425,26,43,-0.13467564987954195
5,26,20.636452029073425,27,45,-0.14557213761221754
4,27,20.636452029073425,28,47,0.016960420220722416
2,28,11.059490230443094,30,48,-0.03399530429602654
2,29,11.059490230443094,31,50,-0.10363517658069915
1,30,16.7245229866825,32,50,-0.05275595867296462
3,31,16.7245229866825,33,52,-0.05028037587868167
3,32,16.7245229866825,34,54,-0.050802383601070755
4,33,16.7245229866825,35,56,-0.12374597182415115
0,34,16.7245229866825,36,58,-0.036886006452792997
5,35,16.7245229866825,37,60,-0.16183890579630988
1,36,26.37192895495821,37,61,-0.099214966960808
1,37,31.02647967746256,38,63,-0.2006164953960447
2,38,22.506227853206873,38,65,-0.06999664949634393
5,39,22.506227853206873,39,67,-0.06266655479567573
2,40,16.005382064086,40,67,-0.11544328471925369
4,41,16.005382064086,41,69,-0.08809977625218424
5,42,16.005382064086,42,71,-0.22662059778595411
4,43,16.005382064086,43,73,-0.13071290676532354
1,44,23.32555687541571,43,73,-0.04478009677438882
5,45,23.32555687541571,44,75,-0.2126303182705782
4,46,23.32555687541571,45,77,-0.14349274846208332
3,47,23.32555687541571,46,79,-0.17883378711107484
4,48,23.32555687541571,47,81,-0.2043606828119502
0,49,23.32555687541571,48,83,-0.12428879386561703
5,50,23.32555687541571,49,85,-0.1853744267956755
4,51,23.32555687541571,50,87,-0.10846244843523362
5,2,55.20287984881895,7,6,-0.005050615918423207
1,3,66.05842192890952,8,7,0.19633849036024065
5,4,25.17933756210371,11,9,0.22225016122000674
0,5,25.17933756210371,12,11,-0.04269998091456678
2,6,19.875006426039995,13,13,0.15637859438924562
3,7,19.875006426039995,14,15,-0.03994090279990242
0,8,19.875006426039995,15,17,-0.15281798660474677
2,9,19.875006426039995,16,19,-0.10309257835697244
1,10,25.408807156898757,16,19,-0.20215618552175385
5,11,25.408807156898757,17,21,-0.109811938854523
4,12,25.408807156898757,18,23,0.1678518967263648
4,13,25.408807156898757,19,25,-0.14794973698983738
4,14,25.408807156898757,20,27,-0.20714483252026955
0,15,25.408807156898757,21,29,0.010789087891875604
5,16,25.408807156898757,22,31,-0.062080446891841
3,17,25.408807156898757,23,33,-0.09291752334305964
2,18,18.02147871016576,23,33,-0.11376743487593699
4,19,18.02147871016576,24,35,-0.09588336692491223
1,20,24.924972078315754,24,35,-0.17999899046757661
5,21,24.924972078315754,25,37,-0.09207113721998716
2,22,18.8366889855586,26,38,-0.09677093719067759
5,23,18.8366889855586,27,40,-0.023278553063151464
0,24,18.8366889855586,28,42,-0.028576896213454717
1,25,25.969105527801972,29,43,-0.16435474821275792
3,26,25.969105527801972,30,45,-0.09325772973589713
2,27,20.675143680937722,32,45,-0.031529784538804395
1,28,28.905079349315894,33,45,-0.15284368853942393
4,29,28.905079349315894,34,47,-0.11084056610168802
5,30,28.905079349315894,35,49,-0.09596646321815222
3,31,14.738691781281416,36,51,-0.11082030415739258
2,32,14.738691781281416,37,53,-0.1140078713972082
5,33,14.738691781281416,38,55,-0.13764897064594073
3,34,14.738691781281416,39,57,-0.14053544089601605
1,35,21.684078952481265,39,58,-0.11865000082814259
5,36,21.684078952481265,40,60,-0.12312384369761203
5,37,21.684078952481265,41,62,-0.002982602437908266
1,38,28.80260678217104,41,63,-0.0786118989818354
0,39,28.80260678217104,42,65,-0.13350243289411162
3,40,13.412244008686223,44,68,-0.12106837002402077
0,41,13.412244008686223,45,70,-0.1068067326717771
1,42,19.886489596732908,46,70,-0.10300917999389936
2,43,19.886489596732908,47,72,-0.1221769027263222
3,44,19.886489596732908,48,74,-0.18630748333732505
1,45,24.845408579095185,48,74,-0.15203882670476265
3,46,24.845408579095185,49,76,-0.180621366588393
5,47,24.845408579095185,50,78,-0.02737672908347366
1,48,31.241882794663596,50,79,-0.05742673023924727
1,49,38.13996448396051,50,81,-0.131590144021335
4,50,14.159667672179863,53,84,-0.16021601362180793
4,51,14.159667672179863,54,86,-0.12481806971356124
0,2,100.0,2,3,-0.022382773595982786
1,3,103.50123039491278,2,3,-0.09475863840736032
3,4,92.08285981938727,4,3,0.019323913275726246
3,5,80.31747572083177,5,3,0.030136148857602962
4,6,52.70784635094762,9,7,0.16355989400885518
4,7,32.81964316371671,12,7,0.3586315341658589
0,8,32.81964316371671,13,9,0.22140921297607752
3,9,25.607172397200944,13,10,-0.004633801548436012
2,10,24.832994237102053,16,12,0.10171720420251706
1,11,39.73820086190153,16,13,-0.00153415335860696
5,12,39.73820086190153,17,15,0.11922949321924625
5,13,39.73820086190153,18,17,0.03992473589345824
5,14,39.73820086190153,19,19,-0.02009226220031346
4,15,16.824441037250676,23,21,0.14969086935456766
0,16,16.824441037250676,24,23,0.027289183329044064
3,17,16.824441037250676,25,25,0.060203311038220075
1,18,26.11911592756237,25,26,-0.08818654885779198
1,19,32.50138292039328,25,26,0.09213794582084567
0,20,32.50138292039328,26,28,0.011625920961728209
0,21,32.50138292039328,27,30,0.008211050789763363
3,22,17.284332685846785,28,31,-0.0650104863433768
0,23,17.284332685846785,29,33,-0.056133688159108464
2,24,17.284332685846785,30,35,-0.07111982037910403
5,25,17.284332685846785,31,37,-0.07256787729156966
3,26,17.284332685846785,32,39,-0.04825077600788513
2,27,17.284332685846785,33,41,0.01701247264155803
2,28,17.284332685846785,34,43,-0.10216373689291536
5,29,17.284332685846785,35,45,-0.09888112329307741
4,30,17.284332685846785,36,47,-0.11104850704688746
1,31,24.698823830558442,37,47,-0.05505176271769546
0,32,24.698823830558442,38,49,-0.10482942970905046
2,33,18.9539202430475,39,49,0.013326412678233202
2,34,18.9539202430475,40,51,-0.1123134030604866
5,35,18.9539202430475,41,53,-0.07837590959010171
0,36,18.9539202430475,42,55,-0.03309057348779282
0,37,18.9539202430475,43,57,-0.1241655394281248
1,38,25.29135309964021,43,58,-0.09149247978896541
0,39,25.29135309964021,44,60,-0.08107604991593598
4,40,25.29135309964021,45,62,-0.1635121338871281
4,41,25.29135309964021,46,64,-0.014615467386318859
4,42,25.29135309964021,47,66,-0.021809196524303964
4,43,25.29135309964021,48,68,-0.09830185048391527
0,44,25.29135309964021,49,70,-0.11419853733402241
3,45,25.29135309964021,50,72,-0.09234176254253607
5,46,25.29135309964021,51,74,-0.12126818207652296
3,47,25.29135309964021,52,76,-0.08028243714146793
2,48,16.434165444913468,55,76,-0.0544116121848931
2,49,16.434165444913468,56,78,-0.12096139523128818
4,50,16.434165444913468,57,80,-0.12256522324637509
4,51,16.434165444913468,58,82,-0.06427639648797762
2,2,82.94949313362581,2,2,-0.2889696322265703
5,3,49.43125613535187,8,3,0.25228017985557627
5,4,49.43125613535187,9,5,0.3662722401496995
2,5,53.58494851527052,9,5,0.06250110463496028
1,6,68.4895558617794,10,6,0.18364879263269795
4,7,53.4566791880941,12,10,-0.10219158297092573
2,8,47.38861390547275,14,11,0.12698188072541827
2,9,39.45488083831581,20,14,0.06215593635288752
1,10,49.212758374261035,21,15,0.10801075686991324
2,11,42.790053701299605,23,17,-0.050499035925649305
0,12,42.790053701299605,24,19,0.011444461332145939
3,13,31.6309188942296,25,20,0.0043950057261659126
4,14,31.6309188942296,26,22,0.13677264845860349
2,15,29.88945809873904,28,26,-0.1199233623659372
3,16,16.977568018023568,30,27,0.013410584551454718
1,17,24.67512458804186,31,28,0.0009086100314019685
4,18,24.67512458804186,32,30,-0.03973644783283076
5,19,24.67512458804186,33,32,-0.09769545733167556
3,20,24.67512458804186,34,34,0.030780213729144745
1,21,34.12240454632708,34,34,-0.0006078355618575615
1,22,43.14543323920857,34,34,-0.0581427736638056
4,23,23.954274229263355,39,38,0.01597590884637501
4,24,23.954274229263355,40,40,0.05938166643199483
1,25,35.493595703058084,41,40,0.0022699789880598065
1,26,44.79158363815421,41,40,0.07350498256016158
0,27,44.79158363815421,42,42,-0.041838752002249346
1,28,53.932715207791844,43,42,0.03505159196674623
1,29,64.12811875533198,44,43,0.06462275776306459
3,30,51.21658199649759,44,45,-0.055686325383535296
5,31,17.189847188177087,53,47,0.06399082307431792
4,32,17.189847188177087,54,49,-0.06993263528287719
3,33,17.189847188177087,55,51,0.029756036462878277
0,34,17.189847188177087,56,53,-0.05219453527097473
1,35,26.26615909425094,57,53,-0.02207959049206093
5,36,26.26615909425094,58,55,0.008672766463581727
2,37,20.837491868264934,60,58,0.03353220257594858
3,38,20.837491868264934,61,60,0.0025699560161032142
3,39,20.837491868264934,62,62,-0.005067473482197493
0,40,20.837491868264934,63,64,0.020028364542986177
3,41,20.837491868264934,64,66,0.06895505783306044
3,42,20.837491868264934,65,68,-0.04094313951977446
5,43,20.837491868264934,66,70,0.07619789463010385
2,44,14.665682628755135,67,71,-0.013128142859426428
3,45,14.665682628755135,68,73,-0.04798959703737288
5,46,14.665682628755135,69,75,-0.04224323322387408
2,47,14.665682628755135,70,77,-0.0005192953814960877
1,48,21.61421979579439,70,77,-0.03735134129938866
2,49,16.260124905800517,72,78,0.025518734016688693
0,50,16.260124905800517,73,80,-0.031769212925988
2,51,16.260124905800517,74,82,-0.047183096303648975
4,2,86.1977007905815,4,2,0.3292262601446463
0,3,86.1977007905815,5,4,-0.06163098884598356
0,4,86.1977007905815,6,6,0.113114615182898
1,5,96.85413632904027,6,7,-0.10346128613893146
1,6,112.3541748729836,8,7,-0.10049916776552276
1,7,121.80521925847722,8,8,-0.17942012518267136
5,8,93.53275289544719,12,9,0.0179327517220097
3,9,83.29505295109422,13,9,0.041113703021303016
4,10,62.909840040457986,16,11,0.11659956796937088
0,11,62.909840040457986,17,13,-0.024474267938740857
3,12,52.97692631825328,22,14,0.020927673173946615
2,13,52.172741761225936,24,16,0.2336707122533045
0,14,52.172741761225936,25,18,0.03705092047035141
4,15,38.151763432818626,29,20,0.10982689259411837
0,16,38.151763432818626,30,22,0.011389920482085536
3,17,28.126703160471752,32,22,0.1262326651536202
4,18,28.126703160471752,33,24,0.04729611377472254
0,19,28.126703160471752,34,26,0.019442291335217465
0,20,28.126703160471752,35,28,0.16242893074936526
4,21,28.126703160471752,36,30,0.04253380014418129
5,22,28.126703160471752,37,32,-0.06727898559952394
3,23,14.467430728375797,37,36,-0.08032618965247595
0,24,14.467430728375797,38,38,0.0659987701491499
2,25,14.467430728375797,39,40,-0.03044664990150142
1,26,24.159575642135845,39,40,0.010858295123770678
0,27,24.159575642135845,40,42,0.040116547204099406
4,28,24.159575642135845,41,44,-0.01688030254896994
4,29,24.159575642135845,42,46,-0.10923620872745665
1,30,35.39272825449673,42,46,0.07936676950588462
3,31,22.35373147431813,43,48,-0.04417795854430129
3,32,22.35373147431813,44,50,0.06830110512968879
0,33,22.35373147431813,45,52,-0.009450779682899091
0,34,22.35373147431813,46,54,-0.06791278476606966
1,35,31.17219797037029,46,55,-0.05661407379067829
0,36,31.17219797037029,47,57,-0.06022656085471173
2,37,25.547313833827854,47,58,-0.0764566682708282
4,38,25.547313833827854,48,60,-0.007310222021508106
2,39,19.93554572475689,49,61,-0.0666454947716536
5,40,19.93554572475689,50,63,-0.014854353162472578
3,41,19.93554572475689,51,65,-0.11535289824355588
0,42,19.93554572475689,52,67,-0.044360753787190066
0,43,19.93554572475689,53,69,-0.08377445395074312
1,44,26.629260154871822,53,70,-0.008154875161142328
2,45,19.475878793826283,54,73,-0.13027686564797902
5,46,19.475878793826283,55,75,-0.06965885904433405
4,47,19.475878793826283,56,77,-0.06340108055441196
4,48,19.475878793826283,57,79,-0.13736559091111666
1,49,27.731460823929353,57,79,-0.11618552794632503
3,50,27.731460823929353,58,81,-0.07321579268827011
2,51,22.07213123243825,58,83,-0.19649823711878583
5,2,67.68486406412657,4,6,-0.31943266800433573
4,3,39.983398122376215,5,8,-0.05027388593742388
3,4,24.437514200293105,8,8,-0.08677242589949402
5,5,24.437514200293105,9,10,0.016602672671044205
4,6,24.437514200293105,10,12,-0.08882467815455336
5,7,24.437514200293105,11,14,0.04554809094482071
5,8,24.437514200293105,12,16,-0.11992315234820217
1,9,32.07983177127429,12,17,-0.13137223396351572
0,10,32.07983177127429,13,19,-0.26324970751105226
3,11,14.567621173921003,14,20,-0.00720843381427877
0,12,14.567621173921003,15,22,-0.11787155519652293
0,13,14.567621173921003,16,24,-0.08619720520716956
1,14,16.591484304237802,16,24,-0.1075832846587001
3,15,16.591484304237802,17,26,-0.17241980245933136
4,16,16.591484304237802,18,28,-0.09844330845134996
5,17,16.591484304237802,19,30,-0.22332001227419518
1,18,23.126039195784262,19,30,-0.12771047039790856
1,19,31.061846137912276,20,30,-0.1055645906725417
1,20,38.88403614010247,20,30,-0.053700571387964524
2,21,28.727144709884776,22,31,-0.14049552601946885
0,22,28.727144709884776,23,33,-0.027752266249445712
4,23,28.727144709884776,24,35,-0.15852543237993333
1,24,35.73873045190498,27,35,-0.14866517040742155
5,25,35.73873045190498,28,37,-0.005560326900428292
0,26,35.73873045190498,29,39,-0.12278306898879032
2,27,28.97862685396978,29,41,-0.0032297288892677023
3,28,14.303886314357337,33,42,-0.02796190501239798
0,29,14.303886314357337,34,44,0.03844327989039975
2,30,14.303886314357337,35,46,-0.10865314754676275
5,31,14.303886314357337,36,48,-0.09279429358658298
3,32,14.303886314357337,37,50,-0.21208723611501923
